Season,Nos,Name,Team,Age,Position,Appearances,Minutes,Goals,Assists,Yellows,Reds,SpG,Pass%,AerialsWon,MotM,Rating
2017,280,Jeff Hendrick,Burnley,27,  M(CR),29(5),2343,2,2,1,-,0.7,81,0.4,-,6.33
2018,271,Jeff Hendrick,Burnley,27,  M(CR),25(7),2071,3,-,4,-,0.6,75.3,0.5,1,6.27
2019,219,Jeff Hendrick,Burnley,27,  M(CR),6(2),569,2,-,3,-,1.1,78.7,0.9,-,6.41
2018,67,Jefferson Lerma,Bournemouth,25,  D(R)DMC,29(1),2511,2,-,12,-,1,83.2,2.5,-,6.97
2019,148,Jefferson Lerma,Bournemouth,25,  D(R)DMC,9(1),823,-,-,5,-,0.9,77,0.9,-,6.68
2014,155,Jefferson Montero,Swansea,30,  M(L),15(15),1570,1,7,-,-,0.4,74.8,0.3,1,6.91
2015,229,Jefferson Montero,Swansea,30,  M(L),14(9),1360,-,2,-,-,0.9,75.9,0.5,1,6.63
2014,70,Jeffrey Schlupp,Leicester,26,  D(L)M(CL),30(2),2539,3,2,4,-,1.3,71.2,1.3,1,7.11
2015,143,Jeffrey Schlupp,Leicester,26,  D(L)M(CL),14(10),1385,1,2,4,-,1.1,73.1,1.1,-,6.86
2017,201,Jeffrey Schlupp,Crystal Palace,26,  D(L)M(CL),21(3),1748,-,1,3,-,0.6,74.2,1.6,-,6.66
2018,179,Jeffrey Schlupp,Crystal Palace,26,  D(L)M(CL),18(12),1667,4,1,1,-,0.9,75.9,1.8,1,6.66
2019,145,Jeffrey Schlupp,Crystal Palace,26,  D(L)M(CL),8(1),694,-,1,2,-,1.2,77.6,1.4,-,6.69
2015,200,Jeremain Lens,Sunderland,31,  AM(LR)FW,14(6),1295,3,3,3,1,1.3,67.5,1.1,1,6.72
2015,172,Jermain Defoe,Sunderland,37,  AM(R)FW,28(5),2550,15,1,3,-,2.6,75.8,0.2,2,6.79
2016,228,Jermain Defoe,Sunderland,37,  AM(R)FW,37,3323,15,2,1,-,2.7,79.3,0.1,-,6.58
2017,278,Jermain Defoe,Bournemouth,37,  AM(R)FW,11(13),1085,4,1,1,-,1.1,74,0.1,1,6.38
2015,202,Jesse Lingard,Manchester United,26,  AM(CLR),19(6),1635,4,1,4,-,1.2,84.7,0.1,1,6.71
2016,186,Jesse Lingard,Manchester United,26,  AM(CLR),18(7),1369,1,2,3,-,1.5,87.9,0.2,1,6.69
2017,127,Jesse Lingard,Manchester United,26,  AM(CLR),20(13),1823,8,5,2,-,1.7,87.8,0.2,1,6.82
2018,212,Jesse Lingard,Manchester United,26,  AM(CLR),19(8),1670,4,2,3,-,1.2,85.7,0.2,1,6.59
2019,234,Jesse Lingard,Manchester United,26,  AM(CLR),4(4),380,-,-,2,-,0.5,88.7,0.1,-,6.31
2014,129,Jesús Navas,Manchester City,33,  D(R)M(R),23(12),2248,-,8,3,-,1.3,85.4,0.4,1,6.98
2015,146,Jesús Navas,Manchester City,33,  D(R)M(R),24(10),2282,-,7,1,-,0.9,83.4,0.3,-,6.86
2016,244,Jesús Navas,Manchester City,33,  D(R)M(R),12(12),1059,-,-,2,-,0.3,83.5,0.4,-,6.53
2019,59,Jetro Willems,Newcastle United,25,  D(L)DMCM(L),7(1),655,1,2,-,-,0.9,76.5,0.9,1,7
2018,48,João Moutinho,Wolverhampton Wanderers,33,  M(C),35(3),3040,1,8,4,-,0.5,84.8,0.6,1,7.06
2019,45,João Moutinho,Wolverhampton Wanderers,33,  M(C),10(1),900,-,2,1,-,0.4,83.6,0.7,1,7.08
2014,184,Joe Allen,Liverpool,29,  M(C),16(5),1471,1,-,3,-,0.6,87.9,0.3,-,6.81
2015,251,Joe Allen,Liverpool,29,  M(C),8(11),736,2,1,-,-,0.6,84.1,0.2,-,6.57
2016,98,Joe Allen,Stoke,29,  M(C),34(2),2936,6,2,9,-,1.1,81.3,0.6,2,6.95
2017,108,Joe Allen,Stoke,29,  M(C),36,3142,2,6,8,-,0.7,81.1,1,3,6.87
2018,136,Joe Bennett,Cardiff,29,  D(L)M(L),30,2641,-,1,5,-,0.3,71.8,1.2,-,6.77
2018,185,Joe Bryan,Fulham,26,  D(L)M(CL),27(1),2347,-,1,5,-,0.8,75.4,1.1,-,6.65
2017,40,Joe Gomez,Liverpool,22,  D(CLR),21(2),1901,-,2,3,-,0.2,84.5,1.4,-,7.11
2014,201,Joe Hart,Manchester City,32,  GK,36,3240,-,-,1,-,-,47.6,0.4,-,6.75
2015,208,Joe Hart,Manchester City,32,  GK,35,3110,-,-,-,-,-,52.6,0.3,-,6.7
2017,288,Joe Hart,West Ham,32,  GK,19,1710,-,1,-,-,-,44.3,0.2,1,6.27
2014,183,Joe Ledley,Crystal Palace,32,  M(CL),30(2),2575,2,-,-,-,0.4,79.4,1.4,-,6.82
2015,277,Joe Ledley,Crystal Palace,32,  M(CL),11(8),981,1,-,1,-,0.4,79.9,0.6,-,6.43
2018,248,Joe Ralls,Cardiff,26,  DMCM(L),22(6),1960,-,-,4,1,0.8,69.2,1.2,-,6.45
2019,231,Joe Willock,Arsenal,20,  M(C),4(4),356,-,-,-,-,0.4,84.8,0.3,-,6.33
2015,199,Joel Campbell,Arsenal,27,  AM(LR)FW,11(8),888,3,2,-,-,1,78.7,0.3,-,6.72
2016,59,Joel Matip,Liverpool,28,  D(C),27(2),2456,1,-,3,-,0.9,87.2,2.2,-,7.11
2017,89,Joel Matip,Liverpool,28,  D(C),22(3),1995,1,-,3,-,0.4,88.7,2.3,-,6.92
2018,37,Joel Matip,Liverpool,28,  D(C),17(5),1535,1,-,3,-,0.4,86.9,3,2,7.11
2019,10,Joel Matip,Liverpool,28,  D(C),7,630,1,-,-,-,0.4,83.1,5.9,-,7.52
2016,83,Joel Robles,Everton,29,  GK,19(1),1736,-,1,2,-,-,50.9,0.2,-,6.99
2014,101,Joel Ward,Crystal Palace,30,  D(LR)DMCM(R),37,3330,1,-,4,-,0.3,69.5,2.8,-,7.04
2015,112,Joel Ward,Crystal Palace,30,  D(LR)DMCM(R),30,2692,2,1,4,-,0.6,71.1,1.8,-,6.94
2016,146,Joel Ward,Crystal Palace,30,  D(LR)DMCM(R),38,3418,-,1,7,-,0.4,73.6,1.6,2,6.82
2017,128,Joel Ward,Crystal Palace,30,  D(LR)DMCM(R),19,1616,-,1,4,-,0.3,71.8,1.7,-,6.82
2019,117,Joel Ward,Crystal Palace,30,  D(LR)DMCM(R),11,990,-,-,2,-,0.3,76.6,1.5,-,6.78
2019,143,Joelinton,Newcastle United,23,  FW,11,891,1,1,2,-,1.5,79.9,5.3,-,6.69
2014,76,Joey Barton,Queens Park Rangers,37,  M(C),27(1),2351,1,3,11,1,1.3,73.2,1.9,-,7.1
2016,224,Johann Gudmundsson,Burnley,29,  AM(CLR),10(10),997,1,2,1,-,0.9,69.6,0.7,-,6.59
2017,60,Johann Gudmundsson,Burnley,29,  AM(CLR),32(3),2840,2,8,2,-,1.5,73.7,1.2,-,7.02
2018,144,Johann Gudmundsson,Burnley,29,  AM(CLR),19(10),1749,3,6,2,-,1.1,72.5,1.1,2,6.74
2019,50,John Egan,Sheffield United,27,  D(C),11,979,-,-,-,-,0.2,80.7,3.8,-,7.05
2019,75,John Fleck,Sheffield United,28,  M(C),9,749,1,-,3,-,1.3,79.9,0.2,-,6.96
2019,76,John Lundstram,Sheffield United,25,  DMC,11,960,3,1,3,-,1.3,84,0.7,1,6.95
2019,9,John McGinn,Aston Villa,25,  M(C),11,990,3,2,1,-,2.9,80.9,0.5,4,7.52
2014,279,John Obi Mikel,Chelsea,32,  M(C),6(12),697,-,1,1,-,0.2,90.7,0.4,-,6.44
2015,215,John Obi Mikel,Chelsea,32,  M(C),19(6),1784,-,1,6,-,0.3,89.5,0.7,-,6.68
2014,181,John O'Shea,Sunderland,38,  D(C),37,3271,-,-,4,-,0.2,81.1,2.1,-,6.82
2015,247,John O'Shea,Sunderland,38,  D(C),23(5),2008,-,-,2,-,0.3,74.1,1.8,-,6.59
2016,235,John O'Shea,Sunderland,38,  D(C),26(2),2161,-,1,5,-,0.1,76.2,2.1,-,6.56
2015,276,John Ruddy,Norwich,33,  GK,27,2430,-,-,-,-,-,48.4,0.1,-,6.44
2014,57,John Stones,Everton,25,  D(CR),23,2044,1,-,1,-,0.3,89.5,2.6,1,7.17
2015,150,John Stones,Everton,25,  D(CR),31(2),2780,-,-,3,-,0.2,88.7,1.6,-,6.85
2016,161,John Stones,Manchester City,25,  D(CR),23(4),2013,-,-,1,-,0.5,91.7,1.8,1,6.78
2018,106,John Stones,Manchester City,25,  D(CR),20(4),1763,-,-,1,-,0.2,94.2,2.5,-,6.87
2014,106,John Terry,Chelsea,38,  D(C),38,3420,5,-,2,-,0.5,89.6,2.6,1,7.03
2015,259,John Terry,Chelsea,38,  D(C),24,1991,1,-,2,2,0.4,89.8,2,-,6.55
2014,71,Joleon Lescott,West Bromwich Albion,37,  D(CL),34,3060,1,2,3,-,0.4,77.1,2.1,1,7.11
2015,190,Joleon Lescott,Aston Villa,37,  D(CL),30,2631,1,-,2,-,0.4,75.4,2.3,1,6.75
2017,238,Jonas Lössl,Huddersfield,30,  GK,38,3420,-,1,1,-,-,56.4,0.4,1,6.57
2018,231,Jonas Lössl,Huddersfield,30,  GK,30(1),2777,-,1,1,-,-,61.2,0.5,1,6.52
2015,236,Jonas Olsson,West Bromwich Albion,36,  D(C),25(3),2018,1,1,5,-,0.2,68.9,1.7,2,6.61
2017,157,Jonathan Hogg,Huddersfield,30,  DMC,29(1),2408,-,-,8,1,0.4,85.1,1.2,1,6.76
2018,207,Jonathan Hogg,Huddersfield,30,  DMC,29,2377,-,1,8,1,0.3,83.2,1.1,-,6.6
2014,147,Jonathan Walters,Stoke,36,  M(CLR)FW,28(4),2424,8,4,5,-,1.4,65.7,3.7,3,6.93
2015,222,Jonathan Walters,Stoke,36,  M(CLR)FW,18(9),1725,5,3,1,-,1.2,65.7,3,1,6.66
2016,207,Jonathan Walters,Stoke,36,  M(CLR)FW,13(10),1296,4,2,1,-,1.1,57.1,2.9,-,6.64
2014,177,Jonjo Shelvey,Swansea,27,  M(C),28(3),2456,3,5,8,1,2,79.1,0.4,-,6.83
2017,188,Jonjo Shelvey,Newcastle United,27,  M(C),25(5),2269,1,3,2,2,1.4,72.4,0.7,1,6.7
2017,109,Jonjoe Kenny,Everton,22,  D(R),17(2),1589,-,1,2,-,0.2,68.5,2,-,6.87
2018,111,Jonny,Wolverhampton Wanderers,25,  D(CLR)M(L),32(1),2780,1,1,6,-,0.8,77.8,1.2,1,6.85
2019,102,Jonny,Wolverhampton Wanderers,25,  D(CLR)M(L),9(1),820,1,-,1,-,0.8,81.6,0.9,-,6.85
2015,36,Jonny Evans,West Bromwich Albion,31,  D(CL),30,2593,1,1,4,-,0.2,75.1,1.8,1,7.2
2016,92,Jonny Evans,West Bromwich Albion,31,  D(CL),30(1),2638,2,1,8,-,0.3,80.3,1.5,1,6.97
2017,151,Jonny Evans,West Bromwich Albion,31,  D(CL),26(2),2273,2,2,7,-,0.4,80,1.9,1,6.78
2018,100,Jonny Evans,Leicester,31,  D(CL),21(3),1995,1,-,2,-,0.5,84.7,3,-,6.88
2019,68,Jonny Evans,Leicester,31,  D(CL),11,990,-,1,2,-,0.6,86.7,2.7,-,6.97
2015,184,Jonny Howson,Norwich,31,  M(CLR),33(3),2953,3,4,7,-,1,74.8,0.9,-,6.77
2015,136,Jordan Ayew,Aston Villa,28,  AM(CLR)FW,27(3),2353,7,-,6,1,2,80.9,2,-,6.88
2017,90,Jordan Ayew,Swansea,28,  AM(CLR)FW,33(3),2859,7,2,2,1,1.8,82.6,1.4,6,6.91
2018,239,Jordan Ayew,Crystal Palace,28,  AM(CLR)FW,14(6),1187,1,2,3,-,1.4,77.7,1.6,1,6.5
2019,88,Jordan Ayew,Crystal Palace,28,  AM(CLR)FW,10,795,4,-,3,-,2,73.3,2.9,-,6.87
2014,64,Jordan Henderson,Liverpool,29,  M(CLR),36(1),3256,6,9,6,-,1.4,82.4,1.1,2,7.14
2016,22,Jordan Henderson,Liverpool,29,  M(CLR),24,2118,1,4,8,-,0.7,85.9,1.1,2,7.3
2017,77,Jordan Henderson,Liverpool,29,  M(CLR),25(2),2173,1,1,1,-,0.6,84.4,1,-,6.95
2018,178,Jordan Henderson,Liverpool,29,  M(CLR),21(11),1983,1,3,1,1,0.5,87.2,0.8,-,6.67
2019,113,Jordan Henderson,Liverpool,29,  M(CLR),8(2),663,1,-,-,-,0.4,77.2,0.6,-,6.8
2016,72,Jordan Pickford,Sunderland,25,  GK,29,2610,-,-,-,-,-,46.2,0.4,3,7.04
2017,210,Jordan Pickford,Everton,25,  GK,38,3420,-,-,-,-,-,44.5,0.5,-,6.63
2018,240,Jordan Pickford,Everton,25,  GK,38,3420,-,-,1,-,-,55.7,0.3,2,6.5
2019,221,Jordan Pickford,Everton,25,  GK,11,990,-,-,-,-,-,65.5,0.4,-,6.38
2015,255,Jordan Veretout,Aston Villa,26,  M(C),21(4),1825,-,5,4,-,0.8,83,0.4,-,6.57
2014,203,Jordi Gómez,Sunderland,34,  M(CLR),22(7),1942,4,2,7,-,1.1,80.8,0.6,1,6.74
2015,243,Jordon Ibe,Liverpool,23,  M(CLR),12(15),1172,1,2,-,-,1.1,84.8,0.1,1,6.59
2016,278,Jordon Ibe,Bournemouth,23,  M(CLR),13(12),1059,-,-,-,-,0.6,82.5,-,-,6.36
2017,202,Jordon Ibe,Bournemouth,23,  M(CLR),22(10),2002,2,6,1,-,1.7,80.4,0.1,2,6.65
2015,289,Jordon Mutch,Crystal Palace,27,  M(CL),7(13),799,-,-,-,-,0.9,77.9,0.5,-,6.34
2015,204,Jordy Clasie,Southampton,28,  DMC,20(2),1554,-,-,5,-,0.6,81.5,0.4,-,6.71
2014,78,Jores Okore,Aston Villa,27,  D(C),22(1),2009,1,-,6,-,0.3,86.2,2.1,1,7.1
2018,97,Jorginho,Chelsea,27,  DMC,37,3165,2,-,8,-,0.5,89.3,0.4,-,6.88
2019,41,Jorginho,Chelsea,27,  DMC,11,954,1,2,5,-,0.5,88.4,0.5,1,7.14
2014,47,José Fonte,Southampton,35,  D(C),37,3330,-,1,5,-,0.6,83.5,1.6,1,7.2
2015,87,José Fonte,Southampton,35,  D(C),37,3169,2,1,4,1,0.5,84,2.5,-,7.03
2016,109,José Holebas,Watford,35,  D(L)M(L),33,2910,2,4,14,-,0.8,74.9,1.4,1,6.93
2017,159,José Holebas,Watford,35,  D(L)M(L),26(2),2382,-,4,7,-,0.6,68.4,1.6,-,6.76
2018,61,José Holebas,Watford,35,  D(L)M(L),27(1),2394,3,6,12,1,0.6,68.5,2.2,-,7
2019,205,José Holebas,Watford,35,  D(L)M(L),8,708,-,-,5,-,0.5,76.8,2.4,-,6.48
2017,212,José Izquierdo,Brighton,27,  AM(L),23(9),1989,5,3,2,-,1.6,78.4,0.5,-,6.62
2015,186,José Manuel Jurado,Watford,33,  M(CLR),27,2027,-,-,3,-,1.3,84.1,0.1,-,6.76
2015,244,Joselu,Stoke,29,  FW,10(12),1090,4,1,-,-,1.3,71.8,2.6,1,6.59
2017,173,Joselu,Newcastle United,29,  FW,19(11),1716,4,1,2,-,1.6,62.7,4.8,-,6.74
2018,227,Josh Murphy,Cardiff,24,  AM(LR)FW,22(7),1826,3,2,2,-,1.6,60.4,0.4,1,6.54
2015,206,Joshua King,Bournemouth,27,  AM(CLR)FW,24(7),1927,6,2,1,-,1.8,76.9,1,1,6.71
2016,61,Joshua King,Bournemouth,27,  AM(CLR)FW,31(5),2721,16,2,1,-,1.9,79.6,1.1,3,7.08
2017,104,Joshua King,Bournemouth,27,  AM(CLR)FW,27(6),2456,8,3,3,-,1.5,72.9,2.1,3,6.88
2018,70,Joshua King,Bournemouth,27,  AM(CLR)FW,34(1),2974,12,3,3,-,2.1,72,2.5,5,6.96
2019,47,Joshua King,Bournemouth,27,  AM(CLR)FW,10(1),917,3,2,-,-,1,64.6,3.2,1,7.07
2019,251,Josip Drmic,Norwich,27,  AM(LR)FW,0(7),89,1,-,-,-,0.4,81.8,0.1,-,6.07
2016,275,Juan Camilo Zuñiga,Watford,33,  D(LR)M(L),6(15),815,1,-,1,-,0.3,81,0.5,-,6.38
2014,167,Juan Mata,Manchester United,31,s,27(6),2309,9,4,2,-,1,89.5,0.1,2,6.89
2015,166,Juan Mata,Manchester United,31,  AM(CLR),34(4),2902,6,5,4,1,1.5,89.2,0.1,2,6.8
2016,88,Juan Mata,Manchester United,31,  AM(CLR),19(6),1628,6,3,3,-,1.6,89.7,0.2,1,6.98
2017,111,Juan Mata,Manchester United,31,  AM(CLR),23(5),1933,3,5,1,-,1,86.7,0.1,1,6.87
2018,164,Juan Mata,Manchester United,31,  AM(CLR),16(6),1295,3,2,3,-,0.9,86,0.1,-,6.7
2019,248,Juan Mata,Manchester United,31,  AM(CLR),4(3),303,-,-,1,-,0.6,83.5,-,-,6.17
2014,269,Julian Speroni,Crystal Palace,40,  GK,36,3205,-,-,1,-,-,42.5,0.1,1,6.5
2018,241,Juninho Bacuna,Huddersfield,22,  M(C),16(5),1416,1,-,4,-,0.9,75.4,0.8,-,6.49
2015,132,Junior Stanislas,Bournemouth,29,  M(CLR),17(4),1442,3,2,1,-,2.1,78.4,0.7,1,6.89
2016,108,Junior Stanislas,Bournemouth,29,  M(CLR),18(3),1476,7,5,1,-,2,79.8,0.7,1,6.93
2017,107,Junior Stanislas,Bournemouth,29,  M(CLR),17(2),1299,5,2,1,-,2.4,77.3,0.5,3,6.87
2018,259,Junior Stanislas,Bournemouth,29,  M(CLR),11(12),1027,2,3,1,-,1.5,77.4,0.4,-,6.4
2018,270,Jürgen Locadia,Brighton,25,  AM(LR)FW,12(14),1230,2,-,1,-,1.1,72.8,0.9,-,6.27
2014,280,Karl Henry,Queens Park Rangers,36,  M(C),27(6),2506,-,-,8,-,0.3,80.6,0.8,-,6.43
2014,240,Kasper Schmeichel,Leicester,33,  GK,24,2160,-,-,-,-,-,41.1,0.1,-,6.63
2015,175,Kasper Schmeichel,Leicester,33,  GK,38,3420,-,-,2,-,-,35.7,0.2,-,6.78
2016,135,Kasper Schmeichel,Leicester,33,  GK,30,2667,-,-,1,-,-,39.9,0.4,1,6.84
2017,220,Kasper Schmeichel,Leicester,33,  GK,33,2966,-,-,3,-,-,49.6,0.4,3,6.61
2018,228,Kasper Schmeichel,Leicester,33,  GK,38,3420,-,-,3,-,-,65.5,0.3,-,6.54
2019,72,Kasper Schmeichel,Leicester,33,  GK,11,990,-,-,-,-,-,75.3,0.2,-,6.96
2015,257,Kelechi Iheanacho,Manchester City,23,  AM(C)FW,7(19),753,8,1,1,-,1.1,76.9,0.5,1,6.56
2016,268,Kelechi Iheanacho,Manchester City,23,  AM(C)FW,5(15),528,4,3,-,-,1.1,76.6,0.3,-,6.4
2017,263,Kelechi Iheanacho,Leicester,23,  AM(C)FW,7(14),827,3,3,2,-,1.4,79.3,0.3,-,6.48
2018,275,Kelechi Iheanacho,Leicester,23,  AM(C)FW,9(21),931,1,3,2,-,0.6,76.4,0.5,-,6.22
2018,229,Kenedy,Newcastle United,23,  D(L)M(L),14(11),1345,1,1,1,-,1.2,72.3,0.3,1,6.53
2019,176,Kenny McLean,Norwich,27,  DMC,8(2),741,1,-,2,-,0.7,82.9,2.3,-,6.6
2018,197,Kepa Arrizabalaga,Chelsea,25,  GK,36,3240,-,-,2,-,-,85.4,0.2,1,6.63
2019,235,Kepa Arrizabalaga,Chelsea,25,  GK,11,990,-,-,-,-,-,77.8,-,-,6.31
2015,14,Kevin De Bruyne,Manchester City,28,  M(CLR)FW,22(3),2004,7,9,2,-,2,78.3,0.5,4,7.45
2016,6,Kevin De Bruyne,Manchester City,28,  M(CLR)FW,33(3),2885,6,18,4,-,2.4,82,0.4,9,7.55
2017,2,Kevin De Bruyne,Manchester City,28,  M(CLR)FW,36(1),3085,8,16,2,-,2.5,83.4,0.4,8,7.8
2019,1,Kevin De Bruyne,Manchester City,28,  M(CLR)FW,9(1),787,2,9,-,-,2.5,83.3,0.1,2,8
2014,260,Kevin Mirallas,Everton,32,  M(CLR)FW,18(11),1424,7,1,3,-,1.8,84.4,0.1,-,6.55
2015,230,Kevin Mirallas,Everton,32,  M(CLR)FW,10(13),1005,4,2,-,2,1.8,82.6,0.3,-,6.63
2016,130,Kevin Mirallas,Everton,32,  M(CLR)FW,23(12),2081,4,6,2,-,1.8,82.9,0.5,1,6.86
2014,257,Kevin Nolan,West Ham,37,  M(C),19(10),1747,1,1,2,-,1.1,78.4,0.8,-,6.56
2014,77,Ki Sung-yueng,Swansea,30,  DMC,30(3),2690,8,1,4,-,0.8,89.8,1.7,1,7.1
2015,253,Ki Sung-yueng,Swansea,30,  DMC,21(7),1853,2,1,4,-,0.9,90.9,0.6,-,6.57
2016,276,Ki Sung-yueng,Swansea,30,  DMC,13(10),1287,-,1,3,-,0.4,89.5,0.3,-,6.36
2017,221,Ki Sung-yueng,Swansea,30,  DMC,21(4),1870,2,2,2,-,0.8,88,0.2,1,6.61
2014,98,Kieran Gibbs,Arsenal,30,  D(L)M(L),18(4),1658,-,3,3,-,0.5,81.7,1.4,1,7.06
2017,192,Kieran Gibbs,West Bromwich Albion,30,  D(L)M(L),32(1),2831,-,1,3,-,0.3,75,1.3,-,6.69
2014,287,Kieran Richardson,Aston Villa,35,  D(L)M(CL),16(6),1345,-,1,2,1,0.4,75.6,0.8,-,6.36
2014,62,Kieran Trippier,Burnley,29,  D(R)M(R),38,3416,-,4,2,-,0.3,60.7,1.9,-,7.15
2017,57,Kieran Trippier,Tottenham,29,  D(R)M(R),21(3),1914,-,5,1,-,0.3,81.4,1.5,-,7.04
2018,38,Kieran Trippier,Tottenham,29,  D(R)M(R),26(1),2278,1,3,2,-,0.3,78.9,1.1,1,7.1
2017,164,Kiko Femenía,Watford,28,  D(R)M(R),19(4),1715,1,1,2,-,0.4,83.2,0.4,-,6.76
2018,222,Kiko Femenía,Watford,28,  D(R)M(R),22(7),2046,1,1,1,-,0.2,83.1,0.4,-,6.55
2019,241,Kiko Femenía,Watford,28,  D(R)M(R),6(2),575,-,-,3,-,0.4,84.5,0.1,-,6.23
2015,141,Kurt Zouma,Chelsea,25,  D(CR),21(2),1918,1,1,-,-,0.7,80.4,2.9,-,6.87
2017,37,Kurt Zouma,Stoke,25,  D(CR),32(2),2888,1,-,1,-,0.6,78.3,3.2,3,7.12
2018,134,Kurt Zouma,Everton,25,  D(CR),29(3),2613,2,2,3,1,0.6,83.6,3.1,-,6.78
2019,98,Kurt Zouma,Chelsea,25,  D(CR),8(2),813,-,-,1,-,0.8,86.3,4.4,1,6.86
2015,217,Kyle Naughton,Swansea,30,  D(LR)M(R),19(8),1763,-,3,2,1,0.3,78.9,1.1,-,6.67
2016,110,Kyle Naughton,Swansea,30,  D(LR)M(R),31,2718,1,-,5,-,0.6,77.4,2.1,1,6.93
2017,122,Kyle Naughton,Swansea,30,  D(LR)M(R),34,3033,-,2,1,-,0.4,74.8,2,-,6.84
2015,39,Kyle Walker,Tottenham,29,  D(CR)M(R),33,2943,1,3,7,-,0.6,78.4,1.6,1,7.19
2016,39,Kyle Walker,Tottenham,29,  D(CR)M(R),31(2),2704,-,5,8,-,0.6,79.8,1.8,2,7.2
2017,53,Kyle Walker,Manchester City,29,  D(CR)M(R),32,2787,-,6,2,1,0.4,87.8,2.2,-,7.05
2018,71,Kyle Walker,Manchester City,29,  D(CR)M(R),30(3),2777,1,1,3,-,0.6,90.1,1.4,-,6.96
2019,92,Kyle Walker,Manchester City,29,  D(CR)M(R),9,730,1,2,2,-,0.6,88.9,0.9,-,6.87
2016,169,Lamine Koné,Sunderland,30,  D(C),29(1),2545,1,-,4,-,0.6,68.7,2.6,2,6.75
2017,231,Laurent Depoitre,Huddersfield,30,  FW,18(15),1811,6,1,1,-,0.8,57.1,3.8,4,6.58
2018,276,Laurent Depoitre,Huddersfield,30,  FW,10(13),1062,-,1,1,-,1.3,59.9,3.5,-,6.22
2014,17,Laurent Koscielny,Arsenal,34,  D(C),26(1),2288,3,-,4,-,0.3,88.9,3.2,2,7.4
2015,11,Laurent Koscielny,Arsenal,34,  D(C),33,2847,4,-,3,-,0.6,87,3.2,3,7.48
2016,30,Laurent Koscielny,Arsenal,34,  D(C),33,2824,2,-,4,1,0.3,87.9,3.5,1,7.25
2017,48,Laurent Koscielny,Arsenal,34,  D(C),25,2227,2,-,4,-,0.4,89,3.2,1,7.08
2014,227,Lazar Markovic,Liverpool,25,  AM(CLR),11(8),935,2,1,-,-,0.8,81.2,0.1,1,6.67
2019,208,Leander Dendoncker,Wolverhampton Wanderers,24,  DMC,10(1),862,-,-,-,-,0.5,81.5,2.3,-,6.47
2014,263,Leandro Bacuna,Aston Villa,28,  D(LR)M(CLR),10(9),981,-,5,1,-,0.9,78.6,0.3,1,6.54
2015,228,Leandro Bacuna,Aston Villa,28,  D(LR)M(CLR),27(4),2418,1,-,8,-,1,77.6,0.8,-,6.63
2014,178,Lee Cattermole,Sunderland,31,  M(C),26(2),2358,1,-,14,-,0.4,80.8,1,-,6.83
2015,246,Lee Cattermole,Sunderland,31,  M(C),27(4),2217,-,-,8,-,0.4,75.7,0.8,-,6.59
2016,120,Lee Grant,Stoke,36,  GK,28,2520,-,-,1,-,-,57.7,0.4,2,6.89
2018,226,Lee Peltier,Cardiff,32,  D(CLR)DMCM(R),17(3),1543,-,-,4,-,0.1,60.2,1.5,-,6.54
2014,32,Leighton Baines,Everton,34,  D(L)M(L),31,2774,2,9,4,-,0.7,84,0.6,2,7.26
2015,148,Leighton Baines,Everton,34,  D(L)M(L),16(2),1477,2,1,-,-,0.5,82.1,0.5,1,6.86
2016,87,Leighton Baines,Everton,34,  D(L)M(L),32,2822,2,3,4,-,0.5,81.5,0.8,2,6.99
2017,182,Leighton Baines,Everton,34,  D(L)M(L),22,1910,2,3,1,-,0.3,80.1,0.6,1,6.73
2015,249,Leon Britton,Swansea,37,  M(C),19(6),1528,-,-,4,-,0.2,88,0.4,-,6.58
2014,216,Leon Osman,Everton,38,  M(CLR),13(8),1276,2,2,-,-,1.3,83.5,0.5,1,6.71
2014,173,Leonardo Ulloa,Leicester,33,  FW,29(8),2409,11,3,3,-,1.3,72.7,3.3,-,6.85
2015,242,Leonardo Ulloa,Leicester,33,  FW,7(22),970,6,2,-,-,1.2,70.4,1.8,-,6.6
2014,29,Leroy Fer,Queens Park Rangers,29,  M(CL),27(2),2368,6,2,4,-,1.9,79.9,2.6,5,7.27
2016,138,Leroy Fer,Swansea,29,  M(CL),27(7),2405,6,2,9,-,1.1,82.2,2.2,1,6.84
2017,196,Leroy Fer,Swansea,29,  M(CL),15(5),1399,1,1,5,-,0.6,81,2.1,-,6.67
2016,66,Leroy Sané,Manchester City,23,  M(CLR),20(6),1788,5,3,4,-,1.3,81.3,0.7,1,7.06
2017,8,Leroy Sané,Manchester City,23,  M(CLR),27(5),2423,10,15,4,-,1.8,84.2,0.5,3,7.54
2018,17,Leroy Sané,Manchester City,23,  M(CLR),21(10),1867,10,10,1,-,1.8,84.4,0.3,1,7.26
2017,179,Lewis Cook,Bournemouth,22,  M(CL),25(4),2239,-,2,5,-,0.6,79.4,0.5,-,6.73
2017,59,Lewis Dunk,Brighton,27,  D(C),38,3420,1,1,7,-,0.7,78.4,3.2,1,7.02
2018,154,Lewis Dunk,Brighton,27,  D(C),36,3153,2,1,5,1,0.6,82.8,3.3,1,6.72
2019,84,Lewis Dunk,Brighton,27,  D(C),11,990,-,2,4,-,0.3,87,1.6,-,6.89
2014,259,Liam Bridcutt,Sunderland,30,  DMC,10(8),908,-,2,6,1,0.2,81,0.7,-,6.56
