Season,Number,Player,Team,Apps,Min,Goals,Assists,xG,xGdiff,xA,xAdiff,xG90,xA90
2018,355,Kyle Walker-Peters,Tottenham,6,372,0,3,0.35+,0.35,0.48,-2.52,0.08,0.12
2018,437,Laurent Depoitre,Huddersfield,23,1039,0,1,2.67+,2.67,0.46,-0.54,0.23,0.04
2018,94,Laurent Koscielny,Arsenal,17,1326,3,0,-2.11,0.89,0.12,0.12,0.14,0.01
2018,410,Lazar Markovic,Fulham,1,42,0,0,0,,0.01,0.01,0,0.03
2018,162,Leander Dendoncker,Wolverhampton Wanderers,19,1474,2,0,4.17+,2.17,1.29,1.29,0.25,0.08
2018,325,Leandro Bacuna,Cardiff,11,543,0,0,0.08+,0.08,0.03,0.03,0.01,0
2018,463,Lee Peltier,Cardiff,20,1539,0,0,0.04+,0.04,0.07,0.07,0,0
2018,304,Leighton Baines,Everton,6,375,0,0,0.08+,0.08,0.08,0.08,0.02,0.02
2018,477,Léo Bonatini,Wolverhampton Wanderers,7,117,0,1,1.55+,1.55,0.16,-0.84,1.19,0.12
2018,168,Leon Balogun,Brighton,8,589,1,0,-0.08,0.92,0,,0.01,0
2018,25,Leroy Sané,Manchester City,31,1866,10,10,-6.98,3.02,8.1,-1.9,0.34,0.39
2018,395,Lewis Cook,Bournemouth,13,718,0,0,0.13+,0.13,0.06,0.06,0.02,0.01
2018,157,Lewis Dunk,Brighton,36,3154,2,1,-1.76,0.24,0.75,-0.25,0.05,0.02
2018,485,Loïc Damour,Cardiff,2,17,0,0,0.03+,0.03,0,,0.17,0
2018,84,Lucas Digne,Everton,35,2968,4,4,-1.2,2.8,7.71,3.71,0.04,0.23
2018,31,Lucas Moura,Tottenham,32,2133,10,0,-7.59,2.41,1.66,1.66,0.32,0.07
2018,112,Lucas Pérez,West Ham,15,462,3,0,-1.39,1.61,0.88,0.88,0.27,0.17
2018,142,Lucas Torreira,Arsenal,34,2366,2,2,-1.8,0.2,1.71,-0.29,0.07,0.07
2018,225,Luciano Vietto,Fulham,20,975,1,4,2.84+,1.84,2.44,-1.56,0.26,0.22
2018,22,Luka Milivojevic,Crystal Palace,38,3420,12,2,10.49,-1.51,3.39,1.39,0.28,0.09
2018,329,Lukasz Fabianski,West Ham,38,3420,0,0,0,,0.08,0.08,0,0
2018,461,Luke Amos,Tottenham,1,1,0,0,0,,0,,0,0
2018,316,Luke Dreher,Crystal Palace,1,1,0,0,0,,0,,0,0
2018,211,Luke Shaw,Manchester United,29,2594,1,4,1.53+,0.53,4.32,0.32,0.05,0.15
2018,220,Lys Mousset,Bournemouth,24,308,1,0,1.53+,0.53,0.29,0.29,0.45,0.09
2018,277,Mamadou Sakho,Crystal Palace,27,2418,0,0,0.83+,0.83,0.19,0.19,0.03,0.01
2018,214,Manolo Gabbiadini,Southampton,12,459,1,0,1.76+,0.76,0.24,0.24,0.34,0.05
2018,178,Manuel Lanzini,West Ham,10,693,1,1,1.18+,0.18,0.96,-0.04,0.15,0.12
2018,137,Marc Albrighton,Leicester,27,1625,2,2,-1.06,0.94,2.99,0.99,0.06,0.17
2018,418,Marc Navarro,Watford,2,87,0,0,0,,0,,0,0
2018,144,Marcos Alonso,Chelsea,31,2764,2,4,3.56+,1.56,3.92,-0.08,0.12,0.13
2018,298,Marcos Rojo,Manchester United,5,208,0,0,0.24+,0.24,0,,0.1,0
2018,481,Marcus Bettinelli,Fulham,7,630,0,0,0,,0,,0,0
2018,28,Marcus Rashford,Manchester United,33,2360,10,6,11.61,1.61,5.27,-0.73,0.44,0.2
2018,213,Mario Lemina,Southampton,21,1617,1,1,-0.9,0.1,1.32,0.32,0.05,0.07
2018,62,Mark Noble,West Ham,31,2339,5,5,-3.59,1.41,1.72,-3.28,0.14,0.07
2018,505,Mark Travers,Bournemouth,2,180,0,0,0,,0,,0,0
2018,30,Marko Arnautovic,West Ham,28,2006,10,4,-8.94,1.06,4,,0.4,0.18
2018,314,Marouane Fellaini,Manchester United,14,728,0,1,0.73+,0.73,0.2,-0.8,0.09,0.03
2018,456,Martin Dubravka,Newcastle United,38,3420,0,0,0,,0,,0,0
2018,290,Martin Kelly,Crystal Palace,13,1109,0,0,0.77+,0.77,0.02,0.02,0.06,0
2018,396,Martín Montoya,Brighton,25,2165,0,1,0.19+,0.19,1.18,0.18,0.01,0.05
2018,503,Mason Greenwood,Manchester United,3,111,0,0,0.80+,0.8,0.07,0.07,0.65,0.06
2018,361,Mason Holgate,Everton,5,407,0,0,0,,0,,0,0
2018,402,Mat Ryan,Brighton,34,3060,0,0,0,,0,,0,0
2018,212,Matej Vydra,Burnley,13,308,1,1,1.92+,0.92,0.5,-0.5,0.56,0.15
2018,400,Mateo Kovacic,Chelsea,32,1756,0,2,2.02+,2.02,2.01,0.01,0.1,0.1
2018,89,Matt Doherty,Wolverhampton Wanderers,38,3145,4,5,5.28+,1.28,5.04,0.04,0.15,0.14
2018,127,Matt Ritchie,Newcastle United,36,2965,2,8,4.44+,2.44,5.11,-2.89,0.13,0.16
2018,207,Matt Targett,Southampton,16,1180,1,3,-0.6,0.4,2.12,-0.88,0.05,0.16
2018,300,Matteo Darmian,Manchester United,6,447,0,0,0.03+,0.03,0.05,0.05,0.01,0.01
2018,430,Matteo Guendouzi,Arsenal,33,2132,0,0,0.48+,0.48,1.5,1.5,0.02,0.06
2018,375,Matthew Lowton,Burnley,21,1743,0,0,0.83+,0.83,0.5,0.5,0.04,0.03
2018,500,Matty Daly,Huddersfield,2,71,0,0,0,,0,,0,0
2018,492,Max Kilman,Wolverhampton Wanderers,1,1,0,0,0,,0,,0,0
2018,166,Max Meyer,Crystal Palace,29,1403,1,2,1.98+,0.98,1.07,-0.93,0.13,0.07
2018,406,Maxime Le Marchand,Fulham,26,2251,0,1,0.16+,0.16,0.81,-0.19,0.01,0.03
2018,347,Maya Yoshida,Southampton,17,1520,0,1,1.83+,1.83,1.07,0.07,0.11,0.06
2018,60,Mesut Özil,Arsenal,24,1751,5,2,-2.23,2.77,4.29,2.29,0.11,0.22
2018,215,Michael Keane,Everton,33,2970,1,2,2.00+,1,1.24,-0.76,0.06,0.04
2018,252,Michael Obafemi,Southampton,6,131,1,1,1.89+,0.89,0.34,-0.66,1.3,0.23
2018,51,Michail Antonio,West Ham,33,2084,6,4,6.07+,0.07,4.03,0.03,0.26,0.17
2018,321,Michel Vorm,Tottenham,2,180,0,0,0,,0,,0,0
2018,66,Michy Batshuayi,Crystal Palace,11,766,5,0,-3.7,1.3,0.1,0.1,0.43,0.01
2018,496,Miguel Almirón,Newcastle United,10,774,0,0,1.59+,1.59,0.69,0.69,0.19,0.08
2018,302,Miguel Britos,Watford,3,185,0,0,0,,0,,0,0
2018,412,Mohamed Diamé,Newcastle United,29,2172,0,0,1.05+,1.05,0.13,0.13,0.04,0.01
2018,281,Mohamed Elneny,Arsenal,8,383,0,0,0.45+,0.45,0.22,0.22,0.11,0.05
2018,480,Mohamed Elyounoussi,Southampton,16,786,0,0,2.21+,2.21,1.14,1.14,0.25,0.13
2018,3,Mohamed Salah,Liverpool,38,3274,22,8,21.79,-0.21,10.47,2.47,0.6,0.29
2018,479,Morgan Gibbs-White,Wolverhampton Wanderers,26,628,0,1,0.99+,0.99,1.3,0.3,0.14,0.19
2018,299,Morgan Schneiderlin,Everton,14,831,0,1,0.10+,0.1,0.8,-0.2,0.01,0.09
2018,320,Mousa Dembélé,Tottenham,10,518,0,0,0.03+,0.03,0,,0.01,0
2018,341,Moussa Sissoko,Tottenham,29,2344,0,3,0.96+,0.96,2.79,-0.21,0.04,0.11
2018,152,Naby Keita,Liverpool,25,1407,2,1,2.55+,0.55,1.07,0.07,0.16,0.07
2018,172,Nacho Monreal,Arsenal,22,1857,1,3,1.23+,0.23,2.01,-0.99,0.06,0.1
2018,394,Nampalys Mendy,Leicester,31,2085,0,0,0.07+,0.07,0.22,0.22,0,0.01
2018,78,Nathan Aké,Bournemouth,38,3414,4,0,4.55+,0.55,1.32,1.32,0.12,0.03
2018,55,Nathan Redmond,Southampton,38,3283,6,4,7.91+,1.91,5.31,1.31,0.22,0.15
2018,379,Nathaniel Chalobah,Watford,9,264,0,0,0.08+,0.08,0.22,0.22,0.03,0.08
2018,307,Nathaniel Clyne,"Bournemouth, Liverpool",18,1259,0,1,0.26+,0.26,0.1,-0.9,0.02,0.01
2018,86,Nathaniel Mendez-Laing,Cardiff,20,980,4,1,-2.16,1.84,1.3,0.3,0.2,0.12
2018,472,Neeskens Kebano,Fulham,7,93,0,0,0.05+,0.05,0,,0.05,0
2018,462,Neil Etheridge,Cardiff,38,3420,0,0,0,,0.09,0.09,0,0
2018,196,Nemanja Matic,Manchester United,28,2450,1,0,1.71+,0.71,0.56,0.56,0.06,0.02
2018,80,N'Golo Kanté,Chelsea,36,3103,4,4,-3.03,0.97,3.73,-0.27,0.09,0.11
2018,311,Nicolás Otamendi,Manchester City,18,1233,0,0,1.18+,1.18,0.29,0.29,0.09,0.02
2018,405,Oleksandr Zinchenko,Manchester City,14,1153,0,3,0.21+,0.21,1.72,-1.28,0.02,0.13
2018,484,Oliver Skipp,Tottenham,8,207,0,0,0.06+,0.06,0.03,0.03,0.02,0.01
2018,131,Olivier Giroud,Chelsea,27,808,2,4,5.06+,3.06,2.29,-1.71,0.56,0.26
2018,205,Oriol Romeu,Southampton,31,2155,1,0,-0.96,0.04,1.71,1.71,0.04,0.07
2018,306,Oumar Niasse,"Cardiff, Everton",18,1014,0,0,3.39+,3.39,0.77,0.77,0.3,0.07
2018,310,Pablo Zabaleta,West Ham,26,2099,0,1,0.16+,0.16,1.03,0.03,0.01,0.04
2018,284,Pape Souaré,Crystal Palace,1,1,0,0,0,,0,,0,0
2018,92,Pascal Groß,Brighton,25,1896,3,3,4.14+,1.14,5.61,2.61,0.2,0.27
2018,103,Patrick van Aanholt,Crystal Palace,36,3202,3,2,-2.81,0.19,4.72,2.72,0.08,0.13
2018,348,Paul Dummett,Newcastle United,26,1976,0,0,0.28+,0.28,0.35,0.35,0.01,0.02
2018,12,Paul Pogba,Manchester United,35,3013,13,9,15.88,2.88,5.19,-3.81,0.47,0.15
2018,360,Paulo Gazzaniga,Tottenham,3,270,0,0,0,,0,,0,0
2018,37,Pedro,Chelsea,31,1777,8,2,-5.98,2.02,3.88,1.88,0.3,0.2
2018,295,Pedro Obiang,West Ham,24,1112,0,1,0.56+,0.56,1.14,0.14,0.05,0.09
2018,350,Peter Crouch,Burnley,6,73,0,0,0.61+,0.61,0,,0.75,0
2018,279,Petr Cech,Arsenal,7,587,0,0,0,,0,,0,0
2018,349,Phil Bardsley,Burnley,19,1677,0,0,0.25+,0.25,1.29,1.29,0.01,0.07
2018,244,Phil Foden,Manchester City,13,316,1,0,2.25+,1.25,1.07,1.07,0.64,0.31
2018,180,Phil Jagielka,Everton,7,323,1,0,-0.63,0.37,0.1,0.1,0.17,0.03
2018,357,Phil Jones,Manchester United,18,1266,0,1,0.55+,0.55,0.82,-0.18,0.04,0.06
2018,156,Philip Billing,Huddersfield,27,2199,2,0,-1.66,0.34,1.82,1.82,0.07,0.07
2018,1,Pierre-Emerick Aubameyang,Arsenal,36,2740,22,5,23.55,1.55,4.99,0.01,0.77,0.16
2018,75,Pierre-Emile Højbjerg,Southampton,31,2770,4,3,-2.26,1.74,2.35,-0.65,0.07,0.08
2018,231,Rachid Ghezzal,Leicester,19,731,1,0,1.37+,0.37,1.73,1.73,0.17,0.21
2018,459,Rafael Camacho,Liverpool,1,1,0,0,0,,0,,0,0
2018,6,Raheem Sterling,Manchester City,34,2788,17,10,15.91,-1.09,10.79,0.79,0.51,0.35
2018,435,Rajiv van La Parra,Huddersfield,5,411,0,0,0.24+,0.24,0.07,0.07,0.05,0.02
2018,393,Ramadan Sobhi,Huddersfield,4,68,0,0,0,,0.18,0.18,0,0.23
2018,14,Raúl Jiménez,Wolverhampton Wanderers,38,3143,13,7,14.27,1.27,6.99,-0.01,0.41,0.2
2018,494,Rhys Healey,Cardiff,3,30,0,0,0.04+,0.04,0.03,0.03,0.13,0.1
2018,148,Ricardo Pereira,Leicester,35,3129,2,6,-1.18,0.82,5.13,-0.87,0.03,0.15
2018,15,Richarlison,Everton,35,2702,13,1,11.33,-1.67,1.96,0.96,0.38,0.07
2018,39,Riyad Mahrez,Manchester City,27,1333,7,4,-6.62,0.38,5.01,1.01,0.45,0.34
2018,389,Rob Holding,Arsenal,10,807,0,0,0.12+,0.12,0.17,0.17,0.01,0.02
2018,344,Robbie Brady,Burnley,16,701,0,1,0.68+,0.68,1.03,0.03,0.09,0.13
2018,145,Robert Snodgrass,West Ham,33,2230,2,5,2.26+,0.26,5.18,0.18,0.09,0.21
2018,18,Roberto Firmino,Liverpool,34,2631,12,6,13.74,1.74,6.34,0.34,0.47,0.22
2018,57,Roberto Pereyra,Watford,33,2837,6,1,-5.38,0.62,3.54,2.54,0.17,0.11
2018,149,Romain Saiss,Wolverhampton Wanderers,19,1133,2,0,-1.29,0.71,0.73,0.73,0.1,0.06
2018,19,Romelu Lukaku,Manchester United,32,2113,12,0,13.11,1.11,2.32,2.32,0.56,0.1
2018,99,Ross Barkley,Chelsea,27,1228,3,5,3.65+,0.65,2.52,-2.48,0.27,0.18
2018,53,Ruben Loftus-Cheek,Chelsea,24,969,6,2,-3.24,2.76,1.01,-0.99,0.3,0.09
2018,90,Rúben Neves,Wolverhampton Wanderers,35,3014,4,3,-3.39,0.61,1.88,-1.12,0.1,0.06
2018,478,Rúben Vinagre,Wolverhampton Wanderers,17,697,0,0,0.45+,0.45,0.87,0.87,0.06,0.11
2018,475,Rui Patrício,Wolverhampton Wanderers,37,3330,0,0,0,,0,,0,0
2018,70,Ryan Babel,Fulham,16,1276,5,3,5.75+,0.75,2.55,-0.45,0.41,0.18
2018,200,Ryan Bennett,Wolverhampton Wanderers,34,3060,1,0,1,,0.79,0.79,0.03,0.02
2018,203,Ryan Bertrand,Southampton,24,2160,1,0,1.26+,0.26,1.72,1.72,0.05,0.07
2018,43,Ryan Fraser,Bournemouth,38,3185,7,14,-4.76,2.24,16.1,8+2.18,0.13,0.46
2018,260,Ryan Fredericks,West Ham,15,1077,1,0,-0.53,0.47,0.51,0.51,0.04,0.04
2018,161,Ryan Sessegnon,Fulham,35,2300,2,6,4.27+,2.27,3.99,-2.01,0.17,0.16
2018,2,Sadio Mané,Liverpool,36,3100,22,1,16.76,-5.24,5.12,4.12,0.49,0.15
2018,24,Salomón Rondón,Newcastle United,32,2616,11,7,10.64,-0.36,3.41,-3.59,0.37,0.12
2018,413,Sam Gallagher,Southampton,4,30,0,0,0,,0,,0,0
2018,427,Sam Surridge,Bournemouth,2,9,0,0,0.38+,0.38,0.04,0.04,3.79,0.38
2018,107,Sam Vokes,Burnley,20,918,3,0,-2.73,0.27,0.9,0.9,0.27,0.09
2018,352,Samir Nasri,West Ham,5,244,0,2,0.13+,0.13,0.55,-1.45,0.05,0.2
2018,283,Scott Dann,Crystal Palace,10,658,0,1,0.20+,0.2,1.16,0.16,0.03,0.16
2018,155,Scott McTominay,Manchester United,16,852,2,0,-1.59,0.41,0.02,0.02,0.17,0
2018,273,Sead Kolasinac,Arsenal,24,1897,0,5,0.41+,0.41,6.74,1.74,0.02,0.32
2018,134,Seamus Coleman,Everton,29,2564,2,2,-1.36,0.64,3.8,1.8,0.05,0.13
2018,264,Sean Longstaff,Newcastle United,9,694,1,0,-0.75,0.25,0.6,0.6,0.1,0.08
2018,256,Sean Morrison,Cardiff,34,3043,1,3,5.05+,4.05,3.46,0.46,0.15,0.1
2018,301,Sebastian Prödl,Watford,1,13,0,0,0,,0,,0,0
2018,409,Serge Aurier,Tottenham,8,566,0,2,0.14+,0.14,1.26,-0.74,0.02,0.2
2018,4,Sergio Agüero,Manchester City,33,2515,21,8,19.95,-1.05,5.23,-2.77,0.71,0.19
2018,398,Sergio Rico,Fulham,29,2610,0,0,0,,0.08,0.08,0,0
2018,71,Shane Duffy,Brighton,35,3087,5,1,-3.38,1.62,0.27,-0.73,0.1,0.01
2018,64,Shane Long,Southampton,26,1262,5,1,5.44+,0.44,1.6,0.6,0.39,0.11
2018,337,Shinji Okazaki,Leicester,21,249,0,1,0.28+,0.28,0.11,-0.89,0.1,0.04
2018,146,Shkodran Mustafi,Arsenal,31,2629,2,0,-1.86,0.14,0.28,0.28,0.06,0.01
2018,275,Simon Francis,Bournemouth,17,1220,0,2,0.12+,0.12,0.6,-1.4,0.01,0.04
2018,167,Sokratis,Arsenal,25,2198,1,2,-0.83,0.17,0.63,-1.37,0.03,0.03
2018,85,Sol Bamba,Cardiff,28,2476,4,1,4.12+,0.12,0.14,-0.86,0.15,0.01
2018,241,Solly March,Brighton,35,2480,1,5,2.20+,1.2,5.21,0.21,0.08,0.19
2018,16,Son Heung-Min,Tottenham,31,2061,12,6,-8.36,3.64,3.97,-2.03,0.37,0.17
2018,470,Stefan Johansen,Fulham,12,406,0,0,0.04+,0.04,0.05,0.05,0.01,0.01
2018,392,Stefano Okaka,Watford,2,18,0,0,0.56+,0.56,0.15,0.15,2.78,0.75
2018,372,Stephan Lichtsteiner,Arsenal,14,953,0,0,0.02+,0.02,0.09,0.09,0,0.01
2018,377,Stephen Ward,Burnley,3,235,0,0,0.08+,0.08,0.05,0.05,0.03,0.02
2018,169,Steve Cook,Bournemouth,31,2788,1,1,1.46+,0.46,1.15,0.15,0.05,0.04
2018,150,Steve Mounie,Huddersfield,31,1775,2,3,5.63+,3.63,1.87,-1.13,0.29,0.09
2018,354,Steven Davis,Southampton,3,96,0,1,0,,0.45,-0.55,0,0.42
2018,378,Steven Defour,Burnley,6,459,0,0,0,,0.05,0.05,0,0.01
2018,125,Stuart Armstrong,Southampton,29,1424,3,2,-2.12,0.88,1.65,-0.35,0.13,0.1
2018,499,Tahith Chong,Manchester United,2,35,0,0,0.29+,0.29,0,,0.76,0
2018,246,Terence Kongolo,Huddersfield,32,2728,1,1,1.42+,0.42,0.84,-0.16,0.05,0.03
2018,61,Theo Walcott,Everton,37,2127,5,2,6.51+,1.51,2.88,0.88,0.28,0.12
2018,483,Tim Ream,Fulham,26,2057,0,0,0.02+,0.02,0.24,0.24,0,0.01
2018,297,Timothy Fosu-Mensah,Fulham,12,797,0,0,0.08+,0.08,0.37,0.37,0.01,0.04
2018,318,Toby Alderweireld,Tottenham,34,2926,0,0,0.99+,0.99,0.49,0.49,0.03,0.02
2018,258,Tom Cairney,Fulham,31,2207,1,1,1.15+,0.15,3,2,0.05,0.12
2018,182,Tom Cleverley,Watford,13,453,1,0,-0.17,0.83,0.11,0.11,0.03,0.02
2018,365,Tom Davies,Everton,16,973,0,0,0.31+,0.31,0.59,0.59,0.03,0.05
2018,374,Tom Heaton,Burnley,19,1710,0,0,0.06+,0.06,0.04,0.04,0,0
2018,432,Tommy Smith,Huddersfield,15,1138,0,0,0.08+,0.08,0.39,0.39,0.01,0.03
2018,222,Trent Alexander-Arnold,Liverpool,29,2475,1,12,1.49+,0.49,7.22,-4.78,0.05,0.26
2018,33,Troy Deeney,Watford,32,2552,9,5,10.23,1.23,4.69,-0.31,0.36,0.17
2018,489,Tyreke Johnson,Southampton,1,1,0,0,0,,0,,0,0
2018,363,Tyrone Mings,Bournemouth,5,137,0,0,0,,0.06,0.06,0,0.04
2018,399,Vicente Guaita,Crystal Palace,20,1754,0,0,0,,0,,0,0
2018,397,Vicente Iborra,Leicester,8,220,0,0,0.27+,0.27,0.1,0.1,0.11,0.04
2018,69,Víctor Camarasa,Cardiff,32,2606,5,4,-3.91,1.09,3.63,-0.37,0.13,0.13
2018,247,Victor Lindelöf,Manchester United,30,2604,1,1,-0.84,0.16,1.58,0.58,0.03,0.05
2018,294,Victor Moses,Chelsea,2,24,0,0,0,,0.11,0.11,0,0.4
2018,204,Victor Wanyama,Tottenham,13,499,1,0,1.08+,0.08,0.06,0.06,0.19,0.01
2018,386,Vincent Janssen,Tottenham,3,34,0,0,0.31+,0.31,0,,0.81,0
2018,186,Vincent Kompany,Manchester City,17,1221,1,0,-0.24,0.76,0.07,0.07,0.02,0.01
2018,83,Virgil van Dijk,Liverpool,38,3388,4,2,-3.51,0.49,1.27,-0.73,0.09,0.03
2018,282,Wayne Hennessey,Crystal Palace,18,1576,0,0,0,,0,,0,0
2018,104,Wes Morgan,Leicester,22,1932,3,0,-1.54,1.46,0.14,0.14,0.07,0.01
2018,369,Wesley Hoedt,Southampton,13,1170,0,0,0.59+,0.59,0.02,0.02,0.05,0
2018,153,Wilfred Ndidi,Leicester,38,3305,2,0,3.12+,1.12,1.69,1.69,0.08,0.05
2018,26,Wilfried Zaha,Crystal Palace,34,3046,10,5,-6.49,3.51,5.4,0.4,0.19,0.16
2018,158,Will Hughes,Watford,32,2454,2,4,2.97+,0.97,3.66,-0.34,0.11,0.13
2018,501,Will Norris,Wolverhampton Wanderers,1,1,0,0,0,,0,,0,0
2018,102,Willian,Chelsea,32,2123,3,6,4.35+,1.35,6.52,0.52,0.18,0.28
2018,88,Willy Boly,Wolverhampton Wanderers,36,3168,4,0,-3.63,0.37,1.57,1.57,0.1,0.04
2018,312,Willy Caballero,Chelsea,2,180,0,0,0,,0,,0,0
2018,488,Xande Silva,West Ham,1,15,0,0,0.07+,0.07,0.01,0.01,0.42,0.08
2018,56,Xherdan Shaqiri,Liverpool,24,1048,6,3,-4.06,1.94,1.89,-1.11,0.35,0.16
2018,163,Yan Valery,Southampton,23,1714,2,1,-0.72,1.28,0.25,-0.75,0.04,0.01
2018,253,Yerry Mina,Everton,13,891,1,0,-0.75,0.25,0.14,0.14,0.08,0.01
2018,164,Yoshinori Muto,Newcastle United,17,512,1,0,1.02+,0.02,0.31,0.31,0.18,0.06
2018,119,Youri Tielemans,Leicester,13,1098,3,4,-2.06,0.94,2.5,-1.5,0.17,0.21
2018,428,Yves Bissouma,Brighton,28,1757,0,0,1.78+,1.78,0.99,0.99,0.09,0.05
2018,120,Zanka,Huddersfield,24,2151,3,1,-1.48,1.52,0.39,-0.61,0.06,0.02
2019,68,Aaron Connolly,Brighton,8,378,2,0,2.03,0.03,0.17,0.17,0.48,0.04
2019,39,Aaron Cresswell,West Ham,6,536,2,0,0.53,-1.47,0,,0.09,0
2019,194,Aaron Lennon,Burnley,8,229,0,0,0.02,0.02,0,,0.01,0
2019,344,Aaron Mooy,Brighton,6,274,0,0,0.18,0.18,0.06,0.06,0.06,0.02
2019,339,Aaron Ramsdale,Bournemouth,11,990,0,1,0,,0.5,-0.5,0,0.05
2019,337,Aaron Wan-Bissaka,Manchester United,9,802,0,0,0.31,0.31,0.4,0.4,0.04,0.05
2019,111,Abdoulaye Doucouré,Watford,11,974,1,0,1.88,0.88,1.24,1.24,0.17,0.11
2019,79,Adam Lallana,Liverpool,5,112,1,0,0.76,-0.24,0.12,0.12,0.61,0.1
2019,273,Adam Masina,Watford,2,166,0,0,0.03,0.03,0.04,0.04,0.02,0.02
2019,235,Adam Smith,Bournemouth,7,591,0,1,0.65,0.65,0.78,-0.22,0.1,0.12
2019,136,Adam Webster,Brighton,8,665,1,0,0.17,-0.83,0.31,0.31,0.02,0.04
2019,51,Adama Traoré,Wolverhampton Wanderers,10,743,2,1,0.97,-1.03,1.47,0.47,0.12,0.18
2019,172,Adrián,Liverpool,8,682,0,0,0,,0,,0,0
2019,170,Adrian Mariappa,Watford,2,161,0,0,0.03,0.03,0,,0.02,0
2019,282,Ahmed Elmohamady,Aston Villa,6,239,0,0,0,,0.62,0.62,0,0.23
2019,291,Ainsley Maitland-Niles,Arsenal,6,490,0,2,0.41,0.41,1.31,-0.69,0.07,0.24
2019,313,Albian Ajeti,West Ham,3,58,0,0,0,,0.04,0.04,0,0.06
2019,81,Alex Iwobi,Everton,9,646,1,0,1.9,0.9,0.61,0.61,0.26,0.09
2019,201,Alex McCarthy,Southampton,1,90,0,0,0,,0,,0,0
2019,254,Alex Oxlade Chamberlain,Liverpool,7,248,0,0,0.56,0.56,0.12,0.12,0.2,0.05
2019,231,Alexander Tettey,Norwich,6,371,0,0,0,,0,,0,0
2019,55,Alexandre Lacazette,Arsenal,6,318,2,1,1.4,-0.6,0.85,-0.15,0.4,0.24
2019,271,Alisson,Liverpool,4,308,0,0,0,,0,,0,0
2019,144,Allan Saint-Maximin,Newcastle United,7,394,0,0,1.08,1.08,0.83,0.83,0.25,0.19
2019,307,André Gomes,Everton,8,585,0,0,0.04,0.04,0.36,0.36,0.01,0.06
2019,105,Andre Gray,Watford,10,515,1,0,1.42,0.42,1.74,1.74,0.25,0.3
2019,146,Andreas Christensen,Chelsea,6,491,0,0,0.28,0.28,0.32,0.32,0.05,0.06
2019,250,Andreas Pereira,Manchester United,10,737,0,1,0.69,0.69,1.55,0.55,0.08,0.19
2019,109,Andrew Robertson,Liverpool,11,990,1,3,1.06,0.06,2.59,-0.41,0.1,0.24
2019,156,Andrew Surman,Bournemouth,3,50,0,0,0,,0,,0,0
2019,34,Andriy Yarmolenko,West Ham,10,648,3,1,1.34,-1.66,3.28,2.28,0.19,0.45
2019,96,Andros Townsend,Crystal Palace,9,407,1,0,0.16,-0.84,0.28,0.28,0.04,0.06
2019,178,Andy Carroll,Newcastle United,5,82,0,0,0.08,0.08,0.02,0.02,0.09,0.02
2019,338,Angel Gomes,Manchester United,1,8,0,0,0,,0,,0,0
2019,264,Angelino,Manchester City,3,147,0,0,0,,0.88,0.88,0,0.54
2019,173,Angelo Ogbonna,West Ham,8,720,0,0,0.24,0.24,0.05,0.05,0.03,0.01
2019,333,Angus Gunn,Southampton,10,900,0,0,0,,0,,0,0
2019,26,Anthony Martial,Manchester United,6,443,3,1,3.53,0.53,0.26,-0.74,0.72,0.05
2019,295,Antonio Rüdiger,Chelsea,1,48,0,0,0.07,0.07,0,,0.14,0
2019,60,Anwar El Ghazi,Aston Villa,10,669,2,3,2.45,0.45,1.45,-1.55,0.33,0.2
2019,419,Arnaut Danjuma Groeneveld,Bournemouth,4,101,0,0,0.41,0.41,0.03,0.03,0.37,0.02
2019,292,Arthur Masuaku,West Ham,5,429,0,1,0.03,0.03,1.11,0.11,0.01,0.23
2019,18,Ashley Barnes,Burnley,10,816,4,0,4.84,0.84,0.19,0.19,0.53,0.02
2019,209,Ashley Westwood,Burnley,11,990,0,2,0.56,0.56,1.92,-0.08,0.05,0.17
2019,199,Ashley Young,Manchester United,9,775,0,0,0.08,0.08,1.55,1.55,0.01,0.18
2019,252,Axel Tuanzebe,Manchester United,3,181,0,0,0,,0,,0,0
2019,311,Aymeric Laporte,Manchester City,4,306,0,0,0.08,0.08,0.15,0.15,0.02,0.04
2019,27,Ayoze Pérez,Leicester,10,659,3,1,1.79,-1.21,0.73,-0.27,0.24,0.1
2019,97,Ben Chilwell,Leicester,9,810,1,3,0.67,-0.33,1.43,-1.57,0.07,0.16
2019,207,Ben Davies,Tottenham,4,193,0,0,0.03,0.03,0.01,0.01,0.01,0
2019,232,Ben Foster,Watford,11,990,0,0,0.35,0.35,0.04,0.04,0.03,0
2019,390,Ben Godfrey,Norwich,11,951,0,0,0.11,0.11,0,,0.01,0
2019,278,Ben Mee,Burnley,11,990,0,0,0.09,0.09,0.92,0.92,0.01,0.08
2019,405,Ben Osborn,Sheffield United,2,9,0,0,0,,0.13,0.13,0,1.27
2019,319,Benjamin Mendy,Manchester City,3,213,0,1,0.12,0.12,0.02,-0.98,0.05,0.01
2019,64,Bernard,Everton,8,451,2,0,0.6,-1.4,0.27,0.27,0.12,0.05
2019,330,Bernardo,Brighton,2,72,0,0,0,,0.3,0.3,0,0.38
2019,16,Bernardo Silva,Manchester City,10,636,4,2,3.86,-0.14,2.58,0.58,0.55,0.37
2019,145,Bernd Leno,Arsenal,11,990,0,0,0,,0,,0,0
2019,412,Billy Gilmour,Chelsea,1,5,0,0,0,,0,,0,0
